,,,,,,Normalized summed signal-to-noise ratio,,,,,,,,,,,,Normalized relative abundance,,,Absolute abundance (copy number per average cell),,
AOE93536.1,30S ribosomal protein S13 [synthetic bacterium JCVI-Syn3.0],52.0661157024793,54,122,130000000000,12811969629.695,13673094591.958,13187496007.1457,13187496007.1457,14891634854.7474,15219598081.4214,15228498949.1558,15219598081.4214,15398430496.1958,14769169230.233,14820108159.4479,14820108159.4479,0.008629119800589,0.009331373579984,0.009205283330364,665,719,709
AOE93538.1,type I methionyl aminopeptidase [synthetic bacterium JCVI-Syn3.0],66.1354581673307,45,252,13000000000,1409207462.48789,1360276606.2125,1325546459.13032,1360276606.2125,1515308656.95842,1575561905.34014,1508478822.539,1515308656.95842,1272013827.35354,1615225381.23319,1418380878.74501,1418380878.74501,0.000890084803862,0.0009290594332,0.000881005571535,69,72,68
AOE93539.1,adenylate kinase [synthetic bacterium JCVI-Syn3.0],61.0328638497653,73,214,46000000000,3987076585.82163,4227502414.3207,4229086417.93397,4227502414.3207,5607806111.42403,6292291301.44242,5258296826.26056,5607806111.42403,5366174969.6005,5632283318.85687,5399482054.33931,5399482054.33931,0.002766228309809,0.003438233618908,0.003353805627641,213,265,258
AOE93540.1,preprotein translocase subunit SecY [synthetic bacterium JCVI-Syn3.0],13.4854771784232,10,483,12000000000,1157947228.504,1309249287.23727,1413106273.06952,1309249287.23727,1531407807.61951,1236732844.52815,1117386231.68214,1236732844.52815,1511345234.79864,1300007211.62641,1422817880.93437,1422817880.93437,0.000856695535095,0.000758260246374,0.000883761547527,66,58,68
AOE93541.1,50S ribosomal protein L15 [synthetic bacterium JCVI-Syn3.0],48.2758620689655,30,146,53000000000,4657897263.90035,5654912500.18465,7038978638.99203,5654912500.18465,8693264418.61037,5756264989.98944,5374369286.05423,5756264989.98944,6198777977.76769,4909480899.21754,4716054025.28369,4909480899.21754,0.003700241304301,0.00352925607888,0.003049448910634,285,272,235
AOE93542.1,30S ribosomal protein S5 [synthetic bacterium JCVI-Syn3.0],68.503937007874,169,255,64000000000,7574971631.26672,7834418612.42143,7884021649.43128,7834418612.42143,7225873714.26745,6548751801.78985,7215826912.64833,7215826912.64833,6599671980.86254,6841975942.60061,6274487754.71181,6599671980.86254,0.00512638159192,0.004424136317543,0.004099285229074,395,341,316
AOE93543.1,50S ribosomal protein L18 [synthetic bacterium JCVI-Syn3.0],64.6551724137931,50,117,47000000000,5438762716.05146,5909486638.5683,5422233377.49626,5438762716.05146,4535401461.06988,4059298735.4879,5837593430.48004,4535401461.06988,5501424226.75162,5302294038.41954,4993505375.67501,5302294038.41954,0.003558805630603,0.002780725558062,0.00329343877922,274,214,254
AOE93544.1,50S ribosomal protein L6 [synthetic bacterium JCVI-Syn3.0],75.5555555555556,79,181,130000000000,13344816049.738,14199570013.7734,15350856541.9702,14199570013.7734,17460507457.4573,15767101217.2255,12815374122.594,15767101217.2255,14083823032.7535,13306067464.3067,13671884100.1814,13671884100.1814,0.009291361354674,0.009667056314118,0.008492081531931,716,745,654
AOE93545.1,30S ribosomal protein S8 [synthetic bacterium JCVI-Syn3.0],41.8604651162791,89,130,37000000000,4617800639.00715,4299816739.20365,4305978699.39907,4305978699.39907,4070471412.46172,3516551615.45886,4273032355.19374,4070471412.46172,3853968463.95486,3982359309.89634,4080020765.42461,3982359309.89634,0.002817578563494,0.002495669674923,0.00247358152697,217,192,191
AOE93546.1,30S ribosomal protein S14 [synthetic bacterium JCVI-Syn3.0],40.9836065573771,24,62,63000000000,6236213697.87653,6699444015.116,6574165130.25826,6574165130.25826,8320789484.63481,8289759138.30027,6852295381.62682,8289759138.30027,6340402531.26839,7074422834.85631,6612507786.06261,6612507786.06261,0.004301746022681,0.005082580958691,0.004107257992995,331,392,316
AOE93547.1,50S ribosomal protein L5 [synthetic bacterium JCVI-Syn3.0],76.6666666666667,180,181,130000000000,13948026429.9845,14051517055.3373,13751931671.2887,13948026429.9845,16912461649.4097,15293607015.0541,13857460677.7932,15293607015.0541,14089398015.6283,13698868932.5193,14396728552.9849,14089398015.6283,0.009126766065438,0.009376749614507,0.008751413909584,703,722,674
AOE93548.1,50S ribosomal protein L24 [synthetic bacterium JCVI-Syn3.0],75,69,109,48000000000,5758716854.53965,6294511949.02261,6059031155.67556,6059031155.67556,4969619195.29661,4270106262.96807,5452674024.11172,4969619195.29661,5147470877.50028,5320259189.81482,4727610491.07068,5147470877.50028,0.003964672724033,0.003046951240991,0.003197272742708,305,235,246
AOE93549.1,50S ribosomal protein L14 [synthetic bacterium JCVI-Syn3.0],25.4098360655738,20,123,16000000000,1987442682.0795,2224253325.33695,1959038293.46744,1987442682.0795,1534177778.16112,1330316461.12065,2003654652.69449,1534177778.16112,1792521728.59328,1689576883.34565,1479018195.20092,1689576883.34565,0.001300465303737,0.000940628386475,0.001049454818568,100,72,81
AOE93550.1,30S ribosomal protein S17 [synthetic bacterium JCVI-Syn3.0],48.8372093023256,45,87,77000000000,10519908390.6452,10598397140.4207,10221921814.4965,10519908390.6452,6595341403.8188,5496776854.11121,9447330415.37707,6595341403.8188,8238524014.83653,8099067799.64633,7782732166.64762,8099067799.64633,0.00688360775578,0.004043706949245,0.00503061199051,530,311,387
AOE93551.1,50S ribosomal protein L29 [synthetic bacterium JCVI-Syn3.0],63.768115942029,60,139,100000000000,9946068764.5057,10583117773.1365,10790700755.0399,10583117773.1365,14474559389.3169,13433092352.1101,9985746256.08779,13433092352.1101,10440893660.4305,9993371242.08197,10352449807.2907,10352449807.2907,0.006924968248609,0.008236038980883,0.006430265731815,533,634,495
AOE93552.1,50S ribosomal protein L16 [synthetic bacterium JCVI-Syn3.0],42.3357664233577,53,138,35000000000,3418679919.98965,3325913377.94667,3323691934.54784,3325913377.94667,5378523219.01624,4700512021.83688,3531500786.81057,4700512021.83688,3788079355.82587,3809948889.79813,3723150494.22815,3788079355.82587,0.002176281605631,0.002881957424783,0.002352907507362,168,222,181
AOE93553.1,30S ribosomal protein S3 [synthetic bacterium JCVI-Syn3.0],50.2145922746781,65,234,210000000000,20270332529.6074,19861483425.0397,19740970117.2171,19861483425.0397,24901523638.5923,24049354891.0627,23702161868.2338,24049354891.0627,26268388169.6842,25551652712.4435,25654132648.1191,25654132648.1191,0.012996183642385,0.01474503555518,0.015934671804007,1001,1136,1227
AOE93554.1,50S ribosomal protein L22 [synthetic bacterium JCVI-Syn3.0],68.4684684684685,62,112,67000000000,7871773704.23337,7398223355.13373,7070728010.66446,7398223355.13373,8055263286.33137,7324693704.3609,7769242651.72163,7769242651.72163,7350975639.48588,7358981684.63261,6800117963.43607,7350975639.48588,0.004840961135334,0.0047634441612,0.004565945996348,373,367,352
AOE93555.1,30S ribosomal protein S19 [synthetic bacterium JCVI-Syn3.0],84.0909090909091,89,89,120000000000,11960694042.9965,12508392772.5772,13003528210.7706,12508392772.5772,14929524492.5223,14874440301.6921,12630760072.1286,14874440301.6921,13193573807.0335,13168943832.0447,13730142468.2344,13193573807.0335,0.008184754686478,0.009119751947831,0.008194986414886,630,702,631
AOE93556.1,50S ribosomal protein L2 [synthetic bacterium JCVI-Syn3.0],63.1205673758865,148,283,33000000000,3651666596.55928,3689520033.73222,3642903248.03516,3651666596.55928,3673395733.39595,3406660260.69651,3722965077.25381,3673395733.39595,3609801976.54764,3880671190.10907,3722415883.67035,3722415883.67035,0.002389435304204,0.002252216366822,0.00231212164675,184,173,178
AOE93557.1,50S ribosomal protein L23 [synthetic bacterium JCVI-Syn3.0],64.8936170212766,51,95,66000000000,7296692718.95305,6920652789.6469,6690364262.16461,6920652789.6469,7145595342.53437,7407955725.8763,8128806593.13163,7407955725.8763,7595166215.49438,7321108157.96811,7493658194.23066,7493658194.23066,0.004528467116713,0.004541933497345,0.004654571081171,349,350,359
AOE93558.1,50S ribosomal protein L4 [synthetic bacterium JCVI-Syn3.0],68.75,64,209,48000000000,4921147659.67751,5143903238.64492,5111395960.59142,5111395960.59142,6081065796.77855,5619073412.23982,5222333655.5489,5619073412.23982,5736696602.56221,5189219929.70138,4975163744.25529,5189219929.70138,0.003344596128658,0.003445141777231,0.003223204527426,258,265,248
AOE93559.1,50S ribosomal protein L3 [synthetic bacterium JCVI-Syn3.0],44.3946188340807,56,224,91000000000,8899131778.44054,8603860198.83143,8457109512.42455,8603860198.83143,13736046907.8008,10941354695.1531,9737108474.66776,10941354695.1531,10687197153.9971,10217072422.7029,9721118855.98174,10217072422.7029,0.005629858796773,0.006708315658888,0.006346178141613,434,517,489
AOE93560.1,30S ribosomal protein S10 [synthetic bacterium JCVI-Syn3.0],73.5294117647059,50,103,160000000000,14601824905.8997,14376627883.385,14268826399.3051,14376627883.385,25281946827.7555,22279595352.5978,16793861729.4662,22279595352.5978,17578983672.1892,16879311261.1659,17939021968.2357,17578983672.1892,0.009407217584521,0.013659968307556,0.01091891662472,725,1052,841
AOE93561.1,"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase [synthetic bacterium JCVI-Syn3.0]",32.9861111111111,19,289,14000000000,1515533255.63195,1483816588.26411,1557892234.88428,1515533255.63195,1522224389.41219,1556557822.78043,1491908165.57007,1522224389.41219,1620127305.84376,1617628856.00312,1634311381.61009,1620127305.84376,0.000991675600701,0.000933299576912,0.001006317276574,76,72,78
AOE93562.1,sodium transporter [synthetic bacterium JCVI-Syn3.0],12.5703564727955,8,534,2300000000,367640283.088582,346177953.780297,311212722.504503,346177953.780297,155068288.892342,148530047.814051,262317549.176129,155068288.892342,230084716.693474,234484618.86661,244483819.184012,234484618.86661,0.000226518440944,9.50747927982153E-05,0.000145646531729,17,7,11
AOE93563.1,potassium transporter TrkA [synthetic bacterium JCVI-Syn3.0],43.801652892562,36,243,63000000000,6060515200.49881,6067437001.12264,6031319486.662,6060515200.49881,7953536632.52681,6730235618.43565,6723951848.88659,6730235618.43565,8003831743.57218,7574370295.53763,7854802172.75768,7854802172.75768,0.00396564379546,0.004126412701634,0.004878890135367,305,318,376
AOE93564.1,glutaminyl-tRNA synthase (glutamine-hydrolyzing) subunit B [synthetic bacterium JCVI-Syn3.0],63.4655532359081,97,480,37000000000,4241515730.18303,4210872720.58521,4171010242.51181,4210872720.58521,4177725590.40942,4410097688.22139,3717227965.22242,4177725590.40942,3954991483.60329,3951095983.78743,4165462595.476,3954991483.60329,0.00275534681878,0.002561428888609,0.00245658242059,212,197,189
AOE93565.1,aspartyl/glutamyl-tRNA amidotransferase subunit A [synthetic bacterium JCVI-Syn3.0],65.360824742268,97,486,25000000000,2861147865.73836,2992625531.07993,2812933164.47722,2861147865.73836,2822690622.13498,2958046773.70943,2563608905.86828,2822690622.13498,2653618999.09551,2685368844.89295,2649959293.00333,2653618999.09551,0.001872166458839,0.001730635760218,0.001648254822077,144,133,127
AOE93566.1,glutamyl-tRNA amidotransferase [synthetic bacterium JCVI-Syn3.0],85.7142857142857,11,99,15000000000,1495463153.89651,1750350151.16503,1725284192.83073,1725284192.83073,1815714637.33814,2077088567.32221,1507763968.4254,1815714637.33814,1415467170.94555,1778898446.43777,1433969711.63866,1433969711.63866,0.001128924246266,0.001113243037366,0.000890688336467,87,86,69
AOE93567.1,DNA ligase (NAD(+)) LigA [synthetic bacterium JCVI-Syn3.0],34.7305389221557,38,669,8400000000,979441626.348529,932455982.546677,943336000.407225,943336000.407225,901637879.824533,917388148.737904,884221417.0453,901637879.824533,906776302.921955,944085241.486693,990657400.681184,944085241.486693,0.000617263455876,0.000552808283471,0.000586404096542,48,43,45
AOE93568.1,hypothetical protein JCVSYN2_01955 [synthetic bacterium JCVI-Syn3.0],11.7384843982169,9,674,1500000000,227575006.825685,220212182.463148,203997277.903406,220212182.463148,117948064.61288,128391835.083273,161114018.56462,128391835.083273,144671568.029292,137688930.830662,158401115.687035,144671568.029292,0.00014409386763,7.87190418151808E-05,8.98605299792435E-05,11,6,7
AOE93569.1,pseudouridine synthase [synthetic bacterium JCVI-Syn3.0],38.7417218543046,21,303,5100000000,702232515.856232,716182267.37624,704413831.589337,704413831.589337,438601002.366083,438092644.689063,553034473.36181,438601002.366083,535557322.805274,514187206.924397,497698735.031563,514187206.924397,0.00046092687639,0.000268913133168,0.000319379512866,36,21,25
AOE93570.1,hypothetical protein JCVSYN2_01965 [synthetic bacterium JCVI-Syn3.0],9.3167701863354,7,323,2900000000,434656264.032752,421835800.056371,401734287.575146,421835800.056371,189916624.289697,220184156.183916,312250555.90883,220184156.183916,297894992.579977,295434674.223093,326092645.150218,297894992.579977,0.000276024474464,0.000134998349283,0.000185032914733,21,10,14
AOE93571.1,phosphocarrier protein HPr [synthetic bacterium JCVI-Syn3.0],83.1460674157303,98,90,66000000000,5277564159.63122,5752084166.67676,5859056204.80537,5752084166.67676,9684259990.79871,8725638531.68808,7567984562.14599,8725638531.68808,6979558229.1132,8046999036.76219,8106855118.37849,8046999036.76219,0.003763824713231,0.005349825430835,0.004998270275466,290,412,385
AOE93572.1,AAA family ATPase [synthetic bacterium JCVI-Syn3.0],45.983379501385,64,723,34000000000,4241552386.05599,4315626511.80681,4409076112.41161,4315626511.80681,3431226851.01951,3586520566.62499,3457833599.52916,3457833599.52916,3501652556.61597,3477702431.0867,3578808984.84926,3501652556.61597,0.002823891523061,0.002120051851699,0.002174997885396,218,163,168
AOE93573.1,transporter [synthetic bacterium JCVI-Syn3.0],17.5298804780877,4,252,530000000,71819257.2245912,78358931.5249486,71684588.7136686,71819257.2245912,42978006.9462646,49539641.3208308,59574477.7981516,49539641.3208308,52289862.460851,55169978.5439711,48585255.4667223,52289862.460851,4.6994287182686E-05,3.03735287692885E-05,3.24790476614067E-05,4,2,3
AOE93574.1,glycosyl transferase [synthetic bacterium JCVI-Syn3.0],80.188679245283,46,319,20000000000,2342514383.02887,2416025043.51344,2369078641.08529,2369078641.08529,1940638379.26621,1968798414.48422,2153137769.42141,1968798414.48422,2383460118.74436,2283867722.42118,2142479528.03504,2283867722.42118,0.001550185372558,0.001207101094979,0.00141858947639,119,93,109
AOE93575.1,ABC transporter permease [synthetic bacterium JCVI-Syn3.0],3.09278350515464,2,583,360000000,33735338.0119911,49629004.1751844,33803830.3470213,33803830.3470213,30564394.1145314,32882615.478349,46753774.9745636,32882615.478349,44527191.7527569,47326723.5118884,40777127.6337139,44527191.7527569,2.21192333726723E-05,2.01608457512412E-05,2.76573835750505E-05,2,2,2
AOE93576.1,ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3.0],36.9477911646586,21,250,7100000000,810729675.395958,838655686.272672,790876711.398161,810729675.395958,729331738.539648,734505249.839868,780901407.552699,734505249.839868,813297142.404727,814058915.413899,787643473.182368,813297142.404727,0.000530493695778,0.000450336654493,0.000505167070784,41,35,39
AOE93577.1,ABC transporter substrate-binding protein [synthetic bacterium JCVI-Syn3.0],51.3347022587269,69,488,39000000000,4161598107.74829,4211887990.64914,4174233979.75115,4174233979.75115,4692458655.72484,4754747822.78827,4751905246.77121,4751905246.77121,4181582556.5951,4038350234.99292,4033235404.97909,4038350234.99292,0.002731372587142,0.002913467414651,0.002508359433035,210,224,193
AOE93578.1,hypothetical protein JCVSYN2_02005 [synthetic bacterium JCVI-Syn3.0],47.0383275261324,27,288,14000000000,1661335997.57748,1600031765.84676,1573997419.33707,1600031765.84676,1536378689.09848,1502557419.33186,1388429641.85789,1502557419.33186,1504224604.74484,1629286544.0625,1603757918.14314,1603757918.14314,0.001046966443422,0.000921241450014,0.000996149681972,81,71,77
AOE93579.1,glucosamine-6-phosphate deaminase [synthetic bacterium JCVI-Syn3.0],52.4590163934426,47,245,25000000000,3004263306.8831,2811806352.71156,2756924677.11594,2811806352.71156,2967651430.17655,2883272028.82404,2768923581.05793,2883272028.82404,2569092292.04577,2627013261.80804,2611053069.37708,2611053069.37708,0.001839880282084,0.001767779168,0.001621815646393,142,136,125
AOE93580.1,triose-phosphate isomerase [synthetic bacterium JCVI-Syn3.0],89.1129032258064,102,249,90000000000,8126409120.35617,8092336604.45965,8239859992.06047,8126409120.35617,10675975471.4901,11141645555.3489,10486139025.8563,10675975471.4901,10972300839.8829,11127512630.1564,11137820760.3892,11127512630.1564,0.005317442963407,0.006545607506996,0.006911684140274,410,504,532
AOE93581.1,HAD family hydrolase [synthetic bacterium JCVI-Syn3.0],56.4748201438849,38,279,21000000000,2071153617.11462,2119914237.65596,2087505265.70633,2087505265.70633,2497028783.68156,2902748900.5364,2257023075.35614,2497028783.68156,2337616036.06942,2313183695.96291,2413826387.91667,2337616036.06942,0.00136594035838,0.00153096739453,0.001451974418682,105,118,112
AOE93582.1,"phosphoglycerate mutase (2,3-diphosphoglycerate-independent) [synthetic bacterium JCVI-Syn3.0]",60.8286252354049,93,532,63000000000,6129660387.00852,6381870424.32423,6387925533.63869,6381870424.32423,8378925724.80405,6902535711.57546,7305396543.24991,7305396543.24991,7417553227.57212,7101871979.48523,6994260468.3418,7101871979.48523,0.004175919705567,0.004479052858709,0.004411219070993,322,345,340
AOE93583.1,hypothetical protein JCVSYN2_02075 [synthetic bacterium JCVI-Syn3.0],25.6281407035176,6,200,1900000000,312281026.942905,324398740.374292,321598162.338833,321598162.338833,161839045.808014,151554108.886613,170019151.078376,161839045.808014,144895227.774892,164296725.07244,149117811.723634,149117811.723634,0.000210434874746,9.92260497408357E-05,9.26222461908875E-05,16,8,7
AOE93584.1,deoxyribose-phosphate aldolase [synthetic bacterium JCVI-Syn3.0],65.7657657657658,70,223,34000000000,3398825111.77961,3476867375.21121,3387730436.66526,3398825111.77961,4104437412.85654,3929572453.53957,4029093708.85627,4029093708.85627,3704138677.38581,4108366069.02523,3860968754.68048,3860968754.68048,0.00222399074509,0.002470300357799,0.002398181641735,171,190,185
AOE93585.1,phosphomannomutase [synthetic bacterium JCVI-Syn3.0],54.4802867383513,101,559,54000000000,5520490356.39641,5296403752.15424,5437223083.64579,5437223083.64579,5881680001.81604,5875855259.11771,6383196004.01942,5881680001.81604,6432790896.77744,6514189616.74617,6658171029.32679,6514189616.74617,0.00355779818594,0.003606149983807,0.00404618916709,274,278,312
AOE93586.1,purine-nucleoside phosphorylase [synthetic bacterium JCVI-Syn3.0],66.3594470046083,68,218,140000000000,12483756260.1667,12752248592.6512,12078081880.153,12483756260.1667,14848892475.9777,17066362984.8155,16979697049.3321,16979697049.3321,16353475634.4046,18212976719.6025,19224508402.8967,18212976719.6025,0.008168634005422,0.010410517780734,0.011312711701526,629,802,871
AOE93588.1,ribonucleotide-diphosphate reductase subunit alpha [synthetic bacterium JCVI-Syn3.0],58.6111111111111,175,721,71000000000,7476858840.77929,7576072719.11868,7581900148.03115,7576072719.11868,8232003077.3,9240735276.96258,7465740299.62988,8232003077.3,7560743090.3104,7853037277.05839,8012909270.80963,7853037277.05839,0.00495733527243,0.005047169814532,0.004877793897418,382,389,376
AOE93589.1,ribonucleotide reductase assembly protein NrdI [synthetic bacterium JCVI-Syn3.0],43.312101910828,16,158,9200000000,950577384.092415,989540053.553712,1010020329.30417,989540053.553712,1322684323.46649,1411879016.64649,1032913653.50581,1322684323.46649,825249236.111709,814749463.493983,842386539.825226,825249236.111709,0.000647496663883,0.000810958442176,0.000512590930838,50,62,39
AOE93590.1,class 1b ribonucleoside-diphosphate reductase subunit beta [synthetic bacterium JCVI-Syn3.0],44.5427728613569,69,340,61000000000,5605843686.8739,5891339382.11961,5904890413.90416,5891339382.11961,6693771104.00751,7306820099.66677,7252870265.16392,7252870265.16392,7480665322.33265,7063150269.68564,7800649456.24583,7480665322.33265,0.003854945115183,0.004446848176235,0.004646500757675,297,343,358
AOE93591.1,preprotein translocase subunit SecG [synthetic bacterium JCVI-Syn3.0],22.3404255319149,1,95,500000000,89170634.8713921,72569060.5235715,75874259.588943,75874259.588943,30322328.4130115,38497299.6923459,56426392.0106444,38497299.6923459,49329450.3929027,43290998.3638918,44519576.1432971,44519576.1432971,4.96476416310744E-05,2.3603296442393E-05,2.76526532558074E-05,4,2,2
AOE93592.1,ribonuclease R [synthetic bacterium JCVI-Syn3.0],50.7102272727273,76,705,32000000000,2815624889.80932,2770295568.6718,2765015052.63172,2770295568.6718,3689922355.01609,4302194959.03209,3727522941.41782,3727522941.41782,3988370259.60004,3942855587.17795,3998198386.64317,3988370259.60004,0.001812718072647,0.002285402604474,0.002477315136368,140,176,191
AOE93593.1,SsrA-binding protein [synthetic bacterium JCVI-Syn3.0],39.1891891891892,20,149,18000000000,1847812984.05922,1812198069.08564,1947491795.17992,1847812984.05922,1619413583.03287,1768469003.87302,2218586778.05862,1768469003.87302,2303902823.94996,2378659162.96808,2103465799.79267,2303902823.94996,0.001209099862468,0.001084276000685,0.001431033973026,93,84,110
AOE93594.1,hypothetical protein JCVSYN2_02130 [synthetic bacterium JCVI-Syn3.0],25.4658385093168,9,162,2100000000,196741446.978381,214126714.514327,188097456.449383,196741446.978381,271846039.999279,246162973.337487,236797851.117028,246162973.337487,269838749.899783,254067360.218143,222321407.48619,254067360.218143,0.000128736002255,0.000150926368323,0.000157810051765,10,12,12
AOE93595.1,hypothetical protein JCVSYN2_02135 [synthetic bacterium JCVI-Syn3.0],20.4819277108434,4,84,690000000,97319851.6298211,95777028.1400031,94889843.2777299,95777028.1400031,35430950.355611,34132540.436694,103745491.615073,35430950.355611,79310766.2435842,93556443.3595418,55837084.9419415,79310766.2435842,6.26708398255942E-05,2.17232697140435E-05,4.92626684343766E-05,5,2,4
AOE93596.1,PTS sugar transporter [synthetic bacterium JCVI-Syn3.0],37.8523489932886,238,746,150000000000,15862456546.9799,16478148127.6534,16903892825.8412,16478148127.6534,17265251289.6843,14900783749.3535,15893078521.5992,15893078521.5992,18001682359.6622,17598447494.7121,17096259084.5143,17598447494.7121,0.010782328518494,0.009744294969398,0.010931006280146,831,751,842
AOE93597.1,magnesium-translocating P-type ATPase [synthetic bacterium JCVI-Syn3.0],38.1104033970276,57,943,12000000000,1280811491.77896,1262017016.04846,1281001167.27529,1280811491.77896,1362734520.5852,1340149837.91121,1223754141.76846,1340149837.91121,1386600707.26763,1385802705.08113,1477128412.28367,1386600707.26763,0.000838087518551,0.000821666822199,0.000861265804484,65,63,66
AOE93598.1,hypothetical protein JCVSYN2_02150 [synthetic bacterium JCVI-Syn3.0],78.7878787878788,17,100,19000000000,2076992326.31918,2188544066.178,2148741870.60045,2148741870.60045,2135643728.76066,2087446589.71984,2194401936.51237,2135643728.76066,2052384158.0804,2053375825.62346,2062469498.20564,2053375825.62346,0.001406009981873,0.001309396566204,0.001275422962857,108,101,98
AOE93599.1,F0F1 ATP synthase subunit beta [synthetic bacterium JCVI-Syn3.0],70.9473684210526,105,476,68000000000,6941094426.55497,6883923593.20337,6784002582.36829,6883923593.20337,8101087522.61392,8320584963.93536,7071706322.6386,8101087522.61392,7715108749.03156,7876402402.59965,8306089437.05428,7876402402.59965,0.004504433696258,0.004966903440764,0.004892306787496,347,383,377
AOE93600.1,F0F1 ATP synthase subunit gamma [synthetic bacterium JCVI-Syn3.0],44.6428571428571,40,281,26000000000,2714876409.99819,2681934836.16053,2704742674.41154,2704742674.41154,3124574179.34906,3159837560.36735,2820707398.88654,3124574179.34906,2876807427.45952,2856588255.50572,3059931257.86154,2876807427.45952,0.001769824123899,0.001915725289846,0.001786884897988,136,148,138
AOE93601.1,F0F1 ATP synthase subunit alpha [synthetic bacterium JCVI-Syn3.0],39.2380952380952,66,526,67000000000,6419582895.34457,6482111710.41348,6610060830.41402,6482111710.41348,8175298417.1937,8407298178.08241,7384723519.10848,8175298417.1937,7795697422.32287,7704310529.48773,8020916497.63274,7795697422.32287,0.004241511692565,0.005012403300703,0.004842178124356,327,386,373
AOE93602.1,ATP synthase F1 subunit delta [synthetic bacterium JCVI-Syn3.0],44.7513812154696,20,182,6100000000,628486859.480803,626534596.5889,586981260.276017,626534596.5889,717953464.802172,598952143.784557,821656443.521492,717953464.802172,808468576.827607,740566142.780825,570400511.937627,740566142.780825,0.000409967297071,0.000440188496258,0.000459991323668,32,34,35
AOE93603.1,ATP synthase F0 subunit B [synthetic bacterium JCVI-Syn3.0],40.3314917127072,23,182,38000000000,3526750180.03273,3625279962.53934,3587335644.78727,3587335644.78727,4856015066.96174,5384627775.67965,3855895435.41953,4856015066.96174,4417660159.67388,4321750047.49974,4424685727.40611,4417660159.67388,0.002347340922569,0.002977298773426,0.002743961986616,181,229,211
AOE93605.1,F0F1 ATP synthase subunit A [synthetic bacterium JCVI-Syn3.0],16.7247386759582,14,288,1500000000,167498022.922889,170971778.052339,160867590.455229,167498022.922889,172812912.765014,172881192.697559,159642762.849693,172812912.765014,171892885.399185,161596613.216014,161836241.642078,161836241.642078,0.00010960082986,0.000105954299176,0.000100522104252,8,8,8
AOE93606.1,hypothetical protein JCVSYN2_02190 [synthetic bacterium JCVI-Syn3.0],4.54545454545455,1,133,1200000000,175911009.908873,165144271.009383,169291802.580911,169291802.580911,83083946.6534276,99967237.3207964,174080414.692002,99967237.3207964,121548416.986699,110911571.075838,100061329.772071,110911571.075838,0.0001107745735,6.12914764377342E-05,6.88910246392531E-05,9,5,5
AOE93607.1,uracil phosphoribosyltransferase [synthetic bacterium JCVI-Syn3.0],87.9227053140097,186,208,120000000000,7191554487.72565,7132548073.0697,7369841722.38263,7191554487.72565,14586290908.1889,15320565866.9493,12372157662.8149,14586290908.1889,17222812156.4809,19340615388.9588,19463613733.4293,19340615388.9588,0.004705729214509,0.008943083048742,0.012013127200119,362,689,925
AOE93608.1,serine hydroxymethyltransferase [synthetic bacterium JCVI-Syn3.0],64.6489104116223,66,414,34000000000,3343606783.81578,3610496481.00989,3522231668.11296,3522231668.11296,4017093270.98516,3649053054.49852,4009073981.56881,4009073981.56881,3904561976.17579,4195565792.98372,3748316990.84937,3904561976.17579,0.00230474071902,0.002458025949941,0.002425258903981,178,189,187
AOE93609.1,ribose 5-phosphate isomerase B [synthetic bacterium JCVI-Syn3.0],61.2244897959184,42,148,39000000000,4098169179.94104,3857533473.76344,4103832760.86205,4098169179.94104,3934045853.0648,4081218406.98847,4414547261.92768,4081218406.98847,4681424804.03724,5024994104.66851,4804234154.74678,4804234154.74678,0.002681600267225,0.002502258825324,0.002984076506329,207,193,230
AOE93610.1,DNA-directed RNA polymerase subunit beta' [synthetic bacterium JCVI-Syn3.0],65.7370517928287,373,1256,100000000000,10725518965.4201,10988483623.9366,10841071367.6419,10841071367.6419,11479763653.7065,11625919338.7231,10329467930.5305,11479763653.7065,11302690791.2379,11451213815.5199,11255870513.2836,11302690791.2379,0.007093757870898,0.00703842261074,0.00702049337356,546,542,541
AOE93611.1,DNA-directed RNA polymerase subunit beta [synthetic bacterium JCVI-Syn3.0],58.0945003872967,376,1292,95000000000,10614303554.0692,10455233174.6203,10498532052.3672,10498532052.3672,10197246453.2633,10677486139.3395,10142365136.7443,10197246453.2633,10652911363.4127,10696508135.4953,11065413990.6881,10696508135.4953,0.006869620340443,0.006252091259803,0.006643972295844,529,482,512
AOE93612.1,hypothetical protein JCVSYN2_02220 [synthetic bacterium JCVI-Syn3.0],28.1329923273657,16,392,5200000000,543042794.177478,546219220.790176,531454711.908541,543042794.177478,507044635.589642,614649873.745027,584017100.764773,584017100.764773,600666663.842479,629841877.388455,643063121.793429,629841877.388455,0.000355335184577,0.000358070017039,0.000391216641087,27,28,30
AOE93613.1,50S ribosomal protein L7/L12 [synthetic bacterium JCVI-Syn3.0],100,246,123,140000000000,15176781175.631,15274693583.6941,14358591274.1448,15176781175.631,18982492664.3337,17115454527.8988,14806270625.428,17115454527.8988,14667115952.0137,14903433379.3224,14715166817.5337,14715166817.5337,0.00993079071879,0.010493752813749,0.009140100622182,765,808,704
